corpName,creditCode,companyType,periodCode,evaGrade,doScore
中铁一局集团有限公司,91610000220522345A,施工,,AA,100
北京市高速公路交通工程有限公司,9.11101E+17,施工,,A,94.5
淮安市淮路建设工程有限公司,9.13208E+17,施工,,AA,96.71
青岛鲁建路桥工程有限公司,9.13702E+17,施工,,A,94.5
武汉市市政路桥有限公司,91420114587978381D,施工,,A,94.5
中铁十六局集团第三工程有限公司,91330500146914008B,施工,,A,94.12
江苏金领建设发展有限公司,9.13213E+17,施工,,AA,96.76
南通市江海公路工程有限公司,91320600730737960R,施工,,AA,96.32
湖南路桥建设集团有限责任公司,91430000183763763N,施工,,A,94.8
江苏金阳交通工程有限公司,91320925739580357R,施工,,A,94.5
宇航交通建设集团有限公司,91330110143800283G,施工,,AA,98.25
江苏捷达交通工程集团有限公司,9.13209E+17,施工,,AA,97.3
宏润建设集团股份有限公司,91330200254073437K,施工,,AA,97
南京公路防护设施工程有限责任公司,91320111134885633J,施工,,A,94.5
江西省建工集团有限责任公司,9.136E+17,施工,,A,88.1
中铁十六局集团有限公司,9.111E+17,施工,,A,94.5
江苏中路交通发展有限公司,91320211703503720N,施工,,AA,96.68
江苏建铁信息技术有限公司,91320115MA1UYBG540,施工,,AA,96.66
千方捷通科技股份有限公司,91110108744729267H,施工,,AA,96.76
中咨泰克交通工程集团有限公司,9.11101E+17,施工,,A,94.5
江苏路翔交通工程有限公司,91320682718629852K,施工,,A,94.5
中石化胜利建设工程有限公司,91370500864724487H,施工,,AA,96.8
南通市江海公路工程有限公司,91320600730737960R,施工,,AA,96.32
江苏金辉交通工程有限公司,91320481771549587A,施工,,A,94.5
浙江中控信息产业股份有限公司,91330000717612610R,施工,,A,93.59
中交一公局集团有限公司,9.111E+17,施工,,AA,96
路安通智科技集团有限公司,9111010663379025X9,施工,,A,90
中铁二十四局集团有限公司,9.131E+17,施工,,A,94.5
中铁上海工程局集团有限公司,91310000566528939E,施工,,A,94.16
中铁七局集团第三工程有限公司,91610000719768125T,施工,,A,93.2
中铁十九局集团有限公司,91110000122027391R,施工,,A,90
中铁七局集团有限公司,9.141E+17,施工,,A,92
江苏三安交通发展有限公司,91320506769871665X,施工,,AA,95.58
江苏宏伟路桥建设发展有限公司,9.13202E+17,施工,,AA,95.83
苏州交通工程集团有限公司,91320508137702695M,施工,,AA,97.27
河南省中工设计研究院集团股份有限公司,91410100706774868X,设计,,AA,99
浙江省机电设计研究院有限公司,91330000143055498X,施工,,A,94.5
中铁十四局集团第四工程有限公司,9.137E+17,施工,,AA,96
中交二公局第三工程有限公司,91610000221975004Y,施工,,AA,96.86
中铁上海工程局集团有限公司,91310000566528939E,施工,,A,94.16
南京东部路桥工程有限公司,9132011313500560XG,施工,,A,94.5
盐城市路桥建设工程有限公司,9.13209E+17,施工,,AA,96.54
江苏四通路桥工程有限公司,91320509251329476U,施工,,A,94.5
神州交通工程集团有限公司,9.13211E+17,施工,,A,94.5
连云港市云路交通设施厂,9132072373783697XT,施工,,A,94.5
江苏润达交通养护有限公司,91321181789926424T,施工,,AA,96.38
邢台路桥建设集团有限公司,91130500105780234M,施工,,A,94.5
江苏丰安交通建设有限公司,91321391MA1XN8EPXY,施工,,A,90.44
中设科欣设计集团有限公司,91330000763933458B,设计,,AA,99.25
张家港港丰交通安全设施有限公司,91320582608256004U,施工,,A,93
中建路桥集团有限公司,91130000401700454L,施工,,A,94.5
上海金山公路建设有限公司,91310116134253249E,施工,,AA,95.9
中交二公局第三工程有限公司,91610000221975004Y,施工,,A,94.8
宜兴市交通建设集团有限公司,9.13203E+17,施工,,AA,96.16
苏州三品交通建设工程有限公司,9.13205E+17,施工,,A,94.5
安徽建工公路桥梁建设集团有限公司,91340000148941069W,施工,,A,94.4
杭州路达公路工程有限公司,91330100143073426N,施工,,AA,97.9
中铁十二局集团电气化工程有限公司,9.11201E+17,施工,,A,94.5
江苏四通路桥工程有限公司,91320509251329476U,施工,,A,94.5
中铁七局集团第三工程有限公司,91610000719768125T,施工,,A,93.2
中建路桥集团有限公司,91130000401700454L,施工,,A,94.5
中交第三航务工程局有限公司,91310104132660027E,施工,,AA,97.55
连云港市云路交通设施厂,9132072373783697XT,施工,,A,94.5
江苏安防科技有限公司,91320000134859312Y,施工,,A,94.5
徐州市交通工程总承包有限公司,91320300136409219R,施工,,AA,97.88
张家港华夏慧通交通工程有限公司,91320582302212877N,施工,,A,94.5
浙江高信技术股份有限公司,91330000765209674T,施工,,AA,99.1667
北京建达道桥咨询有限公司,91110109102336955F,设计,,AA,98.38
千方捷通科技股份有限公司,91110108744729267H,施工,,AA,96.76
中设科欣设计集团有限公司,91330000763933458B,设计,,AA,99.25
中铁一局集团有限公司,91610000220522345A,施工,,A,94.5
中铁三局集团有限公司,91140000110104513E,施工,,A,94.5
连云港市云路交通设施厂,9132072373783697XT,施工,,A,94.5
淮安市淮路建设工程有限公司,9.13208E+17,施工,,AA,96.71
山东高速工程建设集团有限公司,9.137E+17,施工,,A,94.5
中铁二十局集团有限公司,91610000220523065J,施工,,A,94.5
华昕设计集团有限公司,91320200135902837N,设计,,A,94.5
中国建筑第八工程局有限公司,9131000063126503X1,施工,,AA,100
中石化胜利建设工程有限公司,91370500864724487H,施工,,AA,96.8
湖北省路桥集团有限公司,91420000177587177U,施工,,AA,95.7
中铁五局集团有限公司,91520000214400165L,施工,,A,94.5
武汉市市政路桥有限公司,91420114587978381D,施工,,A,94.5
中建铁路投资建设集团有限公司,91110115MA00E94N1C,施工,,AA,95.5
上海城建市政工程（集团）有限公司,9.131E+17,施工,,AA,99.5
中交第二公路工程局有限公司,91610000220521254B,施工,,AA,96.15
湖北交投建设集团有限公司,91420000096889202K,施工,,AA,95.95
中国铁建大桥工程局集团有限公司,91120116244997951G,施工,,AA,95
中交第三航务工程局有限公司,91310104132660027E,施工,,AA,97.7
湖北长江路桥有限公司,91420000732710171J,施工,,A,94.3333
浙江大地交通工程有限公司,91331024148013844R,施工,,A,93
中交第二航务工程局有限公司,9.14201E+17,施工,,AA,100
襄阳路桥建设集团有限公司,9142060074179344XM,施工,,A,94
上海工程勘察设计有限公司,91310106133711957T,设计,,AA,99.5
腾达建设集团股份有限公司,9133000070469053XT,施工,,AA,100
中交第一公路勘察设计研究院有限公司,9.161E+17,设计,,AA,99
中建铁路投资建设集团有限公司,91110115MA00E94N1C,施工,,AA,95.5
中能建华东润业工程建设有限公司,91330225793039932Y,施工,,AA,96.5
中铁大桥局集团有限公司,91420100177685789E,施工,,AA,97.2
中电建路桥集团有限公司,91110108787757233M,施工,,AA,96.2
重庆交通建设（集团）有限责任公司,9150000076590006X7,施工,,A,94
上海公路桥梁（集团）有限公司,91310000132318272U,施工,,A,94.15
上海建工集团股份有限公司,91310000631189305E,施工,,AA,96.5
中交建筑集团有限公司,9111000010123202XN,施工,,AA,97.15
上海城建市政工程（集团）有限公司,9.131E+17,施工,,AA,99.5
中交第一航务工程局有限公司,9.112E+17,施工,,AA,100
路安通智科技集团有限公司,9111010663379025X9,施工,,A,90
湖北长江路桥有限公司,91420000732710171J,施工,,A,94.3333
北京云星宇交通科技股份有限公司,91110000633795210K,施工,,A,94
上海公路桥梁（集团）有限公司,91310000132318272U,施工,,AA,97.9
上海建工集团股份有限公司,91310000631189305E,施工,,AA,99.6
湖北工建基础设施建设有限公司,91420000177568101R,施工,,A,90
中铁十局集团有限公司,9.137E+17,施工,,AA,100
中铁四局集团第二工程有限公司,91320507151822239P,施工,,AA,96.5
浙江金顺路桥建设有限公司,9133078314755290XD,施工,,A,94
南通市江海公路工程有限公司,91320600730737960R,施工,,A,89
中交第一航务工程局有限公司,9.112E+17,施工,,AA,100
湖南对外建设集团有限公司,91430000183767537H,施工,,A,94.8
杭州长虹路桥工程有限公司,9.13301E+17,施工,,A,94.5
安徽巢湖路桥建设集团有限公司,9.13402E+17,施工,,AA,97.45
常州市交通设施有限公司,9.13204E+17,施工,,A,94
新疆北新路桥集团股份有限公司,9.165E+17,施工,,A,94.5
德达交通建设发展集团有限公司,9.13714E+17,施工,,A,94
福建省东任建设发展有限公司,91350600593482745B,施工,,AA,98
浙江天一交通建设有限公司,9.1331E+17,施工,,AA,96.1
湖北省路桥集团有限公司,91420000177587177U,施工,,AA,95.7
中铁八局集团有限公司,91510100201973538N,施工,,AA,96
中交第一航务工程局有限公司,9.112E+17,施工,,A,93.5
中铁十七局集团第一工程有限公司,91140000602124123B,施工,,A,90
中铁十八局集团有限公司,9112000010306009X2,施工,,A,92.5
上海电科智能系统股份有限公司,9.131E+17,施工,,A,93
江西路通科技有限公司,91360100736395914J,施工,,A,93.5
浙江交工集团股份有限公司,91330000712561789G,施工,,A,94
常州市交通设施有限公司,9.13204E+17,施工,,A,94
浙江交工金筑交通建设有限公司,91330000704204001H,施工,,AA,98.5
湖南同力交通实业有限责任公司,9.143E+17,施工,,A,93
安徽昌达路桥工程集团有限公司,9.13401E+17,施工,,A,93.5
上海城建市政工程（集团）有限公司,9.131E+17,施工,,AA,99.5
中铁二十四局集团有限公司,9.131E+17,施工,,AA,96.7
中建交通建设集团有限公司,91110000681200816F,施工,,B,78
东栋宏业建设集团有限公司,91330481720060159U,施工,,AA,98.8
中铁二十二局集团有限公司,9111000071092227XH,施工,,AA,98.05
中铁二局集团有限公司,91510100MA61RKR7X3,施工,,AA,96.3
陕西高速诚信交通工程有限公司,9.161E+17,施工,,A,94.5
嘉兴市通明交通工程有限公司,9.13305E+17,施工,,A,94
绍兴市振兴交通安全设施有限公司,9.13306E+17,施工,,AA,98
安徽恒通交通工程有限公司,9.13401E+17,施工,,A,94
浙江联顺道路筑养科技有限公司,9.13301E+17,施工,,A,93.3
南京金长江交通设施有限公司,9.13201E+17,施工,,A,93.5
武汉市市政路桥有限公司,91420114587978381D,施工,,A,94.5
保利长大工程有限公司,9.144E+17,施工,,A,94.8
广西路桥工程集团有限公司,91450000198227242F,施工,,A,94.8
陕西建工机械施工集团有限公司,91610000220523364G,施工,,A,93.75
中铁四局集团有限公司,9.134E+17,施工,,A,94.5
陕西高速诚信交通工程有限公司,9.161E+17,施工,,A,94.5
浙江万虹交通建设有限公司,9.13304E+17,施工,,A,93.1667
浙江交工集团股份有限公司,91330000712561789G,施工,,AA,97.09
河南省祯祥路桥科技有限公司,91410100790621759Q,施工,,A,90.5
中铁十四局集团有限公司,9.137E+17,施工,,A,94.8
中交通力智建（陕西）建设有限公司,9.16101E+17,施工,,A,91.5
嘉兴市通明交通工程有限公司,9.13305E+17,施工,,A,94
山东省路桥集团有限公司,91370000163048885W,施工,,A,93
中建交通建设集团有限公司,91110000681200816F,施工,,B,78
中铁二十二局集团有限公司,9111000071092227XH,施工,,AA,98.05
中能建华东润业工程建设有限公司,91330225793039932Y,施工,,AA,96.5
中铁十七局集团第一工程有限公司,91140000602124123B,施工,,A,90
邢台路桥建设集团有限公司,91130500105780234M,施工,,A,93.7
山西交通科学研究院集团有限公司,91140000MA0KD8UB9X,施工,,A,94
浙江大洋建设集团有限公司,9.13311E+17,施工,,AA,96.1
中国一冶集团有限公司,9.14201E+17,施工,,A,94.5
浙江正方交通建设有限公司,91330702726601040Q,施工,,AA,96.63
湖州东田交通设施工程有限公司,9133050176867562XH,施工,,A,94
中国十七冶集团有限公司,91340500150501353B,施工,,A,92
浙江联顺道路筑养科技有限公司,9.13301E+17,施工,,A,93.3
中国葛洲坝集团股份有限公司,9.142E+17,施工,,A,89.5
福建省闽西交通工程有限公司,91350800754991314T,施工,,A,94.8
张家港华夏慧通交通工程有限公司,91320582302212877N,施工,,A,94
中国十七冶集团有限公司,91340500150501353B,施工,,A,92
浙江交工宏途交通建设有限公司,9.133E+17,施工,,AA,99.17
中铁二十一局集团第三工程有限公司,91610400221704247R,施工,,A,94
保利长大工程有限公司,9.144E+17,施工,,A,94.8
杭州红萌交通设施有限公司,9.13301E+17,施工,,A,94
中国一冶集团有限公司,9.14201E+17,施工,,A,94.5
武汉中交交通工程有限责任公司,9142010078934570X0,施工,,A,92
中咨泰克交通工程集团有限公司,9.11101E+17,施工,,A,94
安徽巢湖路桥建设集团有限公司,9.13402E+17,施工,,AA,97.45
浙江良和交通建设有限公司,91330225144987078R,施工,,D,59.8
江苏省交通工程集团有限公司,91320000134759848E,施工,,A,93
中铁一局集团有限公司,91610000220522345A,施工,,AA,98
申成路桥建设集团有限公司,91130600735620964Y,施工,,A,89.5
中铁二局集团有限公司,91510100MA61RKR7X3,施工,,AA,96.3
中铁十九局集团有限公司,91110000122027391R,施工,,A,94.8
中铁四局集团有限公司,9.134E+17,施工,,AA,99.3
中铁二十一局集团第三工程有限公司,91610400221704247R,施工,,A,94
张家港港丰交通安全设施有限公司,91320582608256004U,施工,,A,93
中交一公局集团有限公司,9.111E+17,施工,,AA,96.76
中铁二局集团有限公司,91510100MA61RKR7X3,施工,,AA,96.3
岳阳路桥集团有限公司,91430600186089540A,施工,,AA,95
申成路桥建设集团有限公司,91130600735620964Y,施工,,A,89.5
杭州路达公路工程有限公司,91330100143073426N,施工,,AA,97.9
安徽汉高信息科技有限公司,91340000784914395N,施工,,A,94.8
保利长大工程有限公司,9.144E+17,施工,,A,94.8
杭州市交通工程集团有限公司,91330100470106715B,施工,,AA,96.29
中交二公局第三工程有限公司,91610000221975004Y,施工,,A,94.8
中建路桥集团有限公司,91130000401700454L,施工,,A,92
中国建筑股份有限公司,9.111E+17,施工,,A,94.3333
中国建筑第七工程局有限公司,91410000169954619U,施工,,A,93.5
安徽建工建设投资集团有限公司,91340000148955807J,施工,,A,93
中铁十八局集团第五工程有限公司,9112011610861301XJ,施工,,A,94.5
杭州萧山交通规划设计研究院有限公司,9.13301E+17,设计,,AA,99
中铁大桥勘测设计院集团有限公司,9142010017768505XH,设计,,AA,99.8333
